FID	IID	Project	Region	Population	Genetic_Region
HGDP00766	HGDP00766	HGDP	East_Asia	Japanese	EAS
HGDP00767	HGDP00767	HGDP	East_Asia	Japanese	EAS
HGDP00769	HGDP00769	HGDP	East_Asia	Japanese	EAS
HGDP00771	HGDP00771	HGDP	East_Asia	Japanese	EAS
HGDP00772	HGDP00772	HGDP	East_Asia	Japanese	EAS
HGDP00774	HGDP00774	HGDP	East_Asia	Han	EAS
HGDP00776	HGDP00776	HGDP	East_Asia	Han	EAS
HGDP00777	HGDP00777	HGDP	East_Asia	Han	EAS
HGDP00779	HGDP00779	HGDP	East_Asia	Han	EAS
HGDP00780	HGDP00780	HGDP	East_Asia	Han	EAS
HGDP00781	HGDP00781	HGDP	East_Asia	Han	EAS
HGDP00782	HGDP00782	HGDP	East_Asia	Han	EAS
HGDP00784	HGDP00784	HGDP	East_Asia	Han	EAS
HGDP00786	HGDP00786	HGDP	East_Asia	Han	EAS
HGDP00787	HGDP00787	HGDP	Oceania	Melanesian	OCE
HGDP00788	HGDP00788	HGDP	Oceania	Melanesian	OCE
HGDP00790	HGDP00790	HGDP	East_Asia	Japanese	EAS
HGDP00791	HGDP00791	HGDP	East_Asia	Japanese	EAS
HGDP00794	HGDP00794	HGDP	Europe	Orcadian	EUR
HGDP00795	HGDP00795	HGDP	Europe	Orcadian	EUR
HGDP00797	HGDP00797	HGDP	Europe	Orcadian	EUR
HGDP00799	HGDP00799	HGDP	Europe	Orcadian	EUR
HGDP00800	HGDP00800	HGDP	Europe	Orcadian	EUR
HGDP00802	HGDP00802	HGDP	Europe	Orcadian	EUR
HGDP00803	HGDP00803	HGDP	Europe	Orcadian	EUR
HGDP00804	HGDP00804	HGDP	Europe	Orcadian	EUR
HGDP00805	HGDP00805	HGDP	Europe	Orcadian	EUR
HGDP00806	HGDP00806	HGDP	Europe	Orcadian	EUR
HGDP00807	HGDP00807	HGDP	Europe	Orcadian	EUR
HGDP00808	HGDP00808	HGDP	Europe	Orcadian	EUR
HGDP00810	HGDP00810	HGDP	Europe	Orcadian	EUR
HGDP00811	HGDP00811	HGDP	East_Asia	Han	EAS
HGDP00812	HGDP00812	HGDP	East_Asia	Han	EAS
HGDP00813	HGDP00813	HGDP	East_Asia	Han	EAS
HGDP00814	HGDP00814	HGDP	East_Asia	Han	EAS
HGDP00815	HGDP00815	HGDP	East_Asia	Han	EAS
HGDP00817	HGDP00817	HGDP	East_Asia	Han	EAS
HGDP00818	HGDP00818	HGDP	East_Asia	Han	EAS
HGDP00819	HGDP00819	HGDP	East_Asia	Han	EAS
HGDP00820	HGDP00820	HGDP	East_Asia	Han	EAS
HGDP00821	HGDP00821	HGDP	East_Asia	Han	EAS
HGDP00822	HGDP00822	HGDP	East_Asia	Han	EAS
HGDP00828	HGDP00828	HGDP	East_Asia	Japanese	EAS
HGDP00832	HGDP00832	HGDP	America	Surui	AMR
HGDP00837	HGDP00837	HGDP	America	Surui	AMR
HGDP00838	HGDP00838	HGDP	America	Surui	AMR
HGDP00843	HGDP00843	HGDP	America	Surui	AMR
HGDP00845	HGDP00845	HGDP	America	Surui	AMR
HGDP00849	HGDP00849	HGDP	America	Surui	AMR
HGDP00854	HGDP00854	HGDP	America	Maya	AMR
HGDP00856	HGDP00856	HGDP	America	Maya	AMR
HGDP00858	HGDP00858	HGDP	America	Maya	AMR
HGDP00859	HGDP00859	HGDP	America	Maya	AMR
HGDP00860	HGDP00860	HGDP	America	Maya	AMR
HGDP00861	HGDP00861	HGDP	America	Maya	AMR
HGDP00862	HGDP00862	HGDP	America	Maya	AMR
HGDP00863	HGDP00863	HGDP	America	Maya	AMR
HGDP00864	HGDP00864	HGDP	America	Maya	AMR
HGDP00865	HGDP00865	HGDP	America	Maya	AMR
HGDP00868	HGDP00868	HGDP	America	Maya	AMR
HGDP00869	HGDP00869	HGDP	America	Maya	AMR
HGDP00870	HGDP00870	HGDP	America	Maya	AMR
HGDP00871	HGDP00871	HGDP	America	Maya	AMR
HGDP00872	HGDP00872	HGDP	America	Maya	AMR
HGDP00873	HGDP00873	HGDP	America	Maya	AMR
HGDP00875	HGDP00875	HGDP	America	Maya	AMR
HGDP00876	HGDP00876	HGDP	America	Maya	AMR
HGDP00877	HGDP00877	HGDP	America	Maya	AMR
HGDP00879	HGDP00879	HGDP	Europe	Russian	EUR
HGDP00880	HGDP00880	HGDP	Europe	Russian	EUR
HGDP00881	HGDP00881	HGDP	Europe	Russian	EUR
HGDP00882	HGDP00882	HGDP	Europe	Russian	EUR
HGDP00883	HGDP00883	HGDP	Europe	Russian	EUR
HGDP00884	HGDP00884	HGDP	Europe	Russian	EUR
HGDP00885	HGDP00885	HGDP	Europe	Russian	EUR
HGDP00886	HGDP00886	HGDP	Europe	Russian	EUR
HGDP00888	HGDP00888	HGDP	Europe	Russian	EUR
HGDP00889	HGDP00889	HGDP	Europe	Russian	EUR
HGDP00890	HGDP00890	HGDP	Europe	Russian	EUR
HGDP00891	HGDP00891	HGDP	Europe	Russian	EUR
HGDP00892	HGDP00892	HGDP	Europe	Russian	EUR
HGDP00893	HGDP00893	HGDP	Europe	Russian	EUR
HGDP00894	HGDP00894	HGDP	Europe	Russian	EUR
HGDP00895	HGDP00895	HGDP	Europe	Russian	EUR
HGDP00896	HGDP00896	HGDP	Europe	Russian	EUR
HGDP00897	HGDP00897	HGDP	Europe	Russian	EUR
HGDP00898	HGDP00898	HGDP	Europe	Russian	EUR
HGDP00899	HGDP00899	HGDP	Europe	Russian	EUR
HGDP00900	HGDP00900	HGDP	Europe	Russian	EUR
HGDP00901	HGDP00901	HGDP	Europe	Russian	EUR
HGDP00902	HGDP00902	HGDP	Europe	Russian	EUR
HGDP00904	HGDP00904	HGDP	Africa	Mandenka	AFR
HGDP00905	HGDP00905	HGDP	Africa	Mandenka	AFR
HGDP00906	HGDP00906	HGDP	Africa	Mandenka	AFR
HGDP00907	HGDP00907	HGDP	Africa	Mandenka	AFR
HGDP00908	HGDP00908	HGDP	Africa	Mandenka	AFR
HGDP00909	HGDP00909	HGDP	Africa	Mandenka	AFR
HGDP00910	HGDP00910	HGDP	Africa	Mandenka	AFR
HGDP00911	HGDP00911	HGDP	Africa	Mandenka	AFR
HGDP00912	HGDP00912	HGDP	Africa	Mandenka	AFR
HGDP00913	HGDP00913	HGDP	Africa	Mandenka	AFR
HGDP00914	HGDP00914	HGDP	Africa	Mandenka	AFR
HGDP00917	HGDP00917	HGDP	Africa	Mandenka	AFR
HGDP00918	HGDP00918	HGDP	Africa	Mandenka	AFR
HGDP00920	HGDP00920	HGDP	Africa	Yoruba	AFR
HGDP00924	HGDP00924	HGDP	Africa	Yoruba	AFR
HGDP00925	HGDP00925	HGDP	Africa	Yoruba	AFR
HGDP00926	HGDP00926	HGDP	Africa	Yoruba	AFR
HGDP00929	HGDP00929	HGDP	Africa	Yoruba	AFR
HGDP00930	HGDP00930	HGDP	Africa	Yoruba	AFR
HGDP00931	HGDP00931	HGDP	Africa	Yoruba	AFR
HGDP00933	HGDP00933	HGDP	Africa	Yoruba	AFR
HGDP00934	HGDP00934	HGDP	Africa	Yoruba	AFR
HGDP00935	HGDP00935	HGDP	Africa	Yoruba	AFR
HGDP00937	HGDP00937	HGDP	Africa	Yoruba	AFR
HGDP00938	HGDP00938	HGDP	Africa	Yoruba	AFR
HGDP00939	HGDP00939	HGDP	Africa	Yoruba	AFR
HGDP00940	HGDP00940	HGDP	Africa	Yoruba	AFR
HGDP00941	HGDP00941	HGDP	Africa	Yoruba	AFR
HGDP00942	HGDP00942	HGDP	Africa	Yoruba	AFR
HGDP00943	HGDP00943	HGDP	Africa	Yoruba	AFR
HGDP00944	HGDP00944	HGDP	Africa	Yoruba	AFR
HGDP00945	HGDP00945	HGDP	East_Asia	Yakut	EAS
HGDP00946	HGDP00946	HGDP	East_Asia	Yakut	EAS
HGDP00947	HGDP00947	HGDP	East_Asia	Yakut	EAS
HGDP00948	HGDP00948	HGDP	East_Asia	Yakut	EAS
HGDP00949	HGDP00949	HGDP	East_Asia	Yakut	EAS
HGDP00950	HGDP00950	HGDP	East_Asia	Yakut	EAS
HGDP00952	HGDP00952	HGDP	East_Asia	Yakut	EAS
HGDP00953	HGDP00953	HGDP	East_Asia	Yakut	EAS
HGDP00954	HGDP00954	HGDP	East_Asia	Yakut	EAS
HGDP00955	HGDP00955	HGDP	East_Asia	Yakut	EAS
HGDP00957	HGDP00957	HGDP	East_Asia	Yakut	EAS
HGDP00958	HGDP00958	HGDP	East_Asia	Yakut	EAS
HGDP00959	HGDP00959	HGDP	East_Asia	Yakut	EAS
HGDP00960	HGDP00960	HGDP	East_Asia	Yakut	EAS
HGDP00961	HGDP00961	HGDP	East_Asia	Yakut	EAS
HGDP00962	HGDP00962	HGDP	East_Asia	Yakut	EAS
HGDP00963	HGDP00963	HGDP	East_Asia	Yakut	EAS
HGDP00964	HGDP00964	HGDP	East_Asia	Yakut	EAS
HGDP00965	HGDP00965	HGDP	East_Asia	Yakut	EAS
HGDP00966	HGDP00966	HGDP	East_Asia	Yakut	EAS
HGDP00967	HGDP00967	HGDP	East_Asia	Yakut	EAS
HGDP00968	HGDP00968	HGDP	East_Asia	Yakut	EAS
HGDP00969	HGDP00969	HGDP	East_Asia	Yakut	EAS
HGDP00970	HGDP00970	HGDP	America	Colombian	AMR
HGDP00971	HGDP00971	HGDP	East_Asia	Han	EAS
HGDP00972	HGDP00972	HGDP	East_Asia	Han	EAS
HGDP00973	HGDP00973	HGDP	East_Asia	Han	EAS
HGDP00974	HGDP00974	HGDP	East_Asia	Han	EAS
HGDP00975	HGDP00975	HGDP	East_Asia	Han	EAS
HGDP00976	HGDP00976	HGDP	East_Asia	Han	EAS
HGDP00977	HGDP00977	HGDP	East_Asia	Han	EAS
HGDP00984	HGDP00984	HGDP	Africa	MbutiPygmy	AFR
HGDP00985	HGDP00985	HGDP	Africa	BiakaPygmy	AFR
HGDP00986	HGDP00986	HGDP	Africa	BiakaPygmy	AFR
HGDP00992	HGDP00992	HGDP	Africa	San	AFR
HGDP00993	HGDP00993	HGDP	Africa	BantuSouthAfrica	AFR
HGDP00994	HGDP00994	HGDP	Africa	BantuSouthAfrica	AFR
HGDP00995	HGDP00995	HGDP	America	Karitiana	AMR
HGDP00999	HGDP00999	HGDP	America	Karitiana	AMR
HGDP01001	HGDP01001	HGDP	America	Karitiana	AMR
HGDP01009	HGDP01009	HGDP	America	Karitiana	AMR
HGDP01010	HGDP01010	HGDP	America	Karitiana	AMR
HGDP01013	HGDP01013	HGDP	America	Karitiana	AMR
HGDP01014	HGDP01014	HGDP	America	Karitiana	AMR
HGDP01019	HGDP01019	HGDP	America	Karitiana	AMR
HGDP01021	HGDP01021	HGDP	East_Asia	Han	EAS
HGDP01023	HGDP01023	HGDP	East_Asia	Han	EAS
HGDP01027	HGDP01027	HGDP	Oceania	Melanesian	OCE
HGDP01029	HGDP01029	HGDP	Africa	San	AFR
HGDP01031	HGDP01031	HGDP	Africa	BantuSouthAfrica	AFR
HGDP01033	HGDP01033	HGDP	Africa	BantuSouthAfrica	AFR
HGDP01037	HGDP01037	HGDP	America	Pima	AMR
HGDP01041	HGDP01041	HGDP	America	Pima	AMR
HGDP01043	HGDP01043	HGDP	America	Pima	AMR
HGDP01050	HGDP01050	HGDP	America	Pima	AMR
HGDP01053	HGDP01053	HGDP	America	Pima	AMR
HGDP01055	HGDP01055	HGDP	America	Pima	AMR
HGDP01056	HGDP01056	HGDP	America	Pima	AMR
HGDP01057	HGDP01057	HGDP	America	Pima	AMR
HGDP01058	HGDP01058	HGDP	America	Pima	AMR
HGDP01059	HGDP01059	HGDP	America	Pima	AMR
HGDP01060	HGDP01060	HGDP	America	Pima	AMR
HGDP01062	HGDP01062	HGDP	Europe	Sardinian	EUR
HGDP01063	HGDP01063	HGDP	Europe	Sardinian	EUR
HGDP01064	HGDP01064	HGDP	Europe	Sardinian	EUR
HGDP01065	HGDP01065	HGDP	Europe	Sardinian	EUR
HGDP01066	HGDP01066	HGDP	Europe	Sardinian	EUR
HGDP01067	HGDP01067	HGDP	Europe	Sardinian	EUR
HGDP01068	HGDP01068	HGDP	Europe	Sardinian	EUR
HGDP01069	HGDP01069	HGDP	Europe	Sardinian	EUR
HGDP01070	HGDP01070	HGDP	Europe	Sardinian	EUR
HGDP01071	HGDP01071	HGDP	Europe	Sardinian	EUR
HGDP01072	HGDP01072	HGDP	Europe	Sardinian	EUR
HGDP01073	HGDP01073	HGDP	Europe	Sardinian	EUR
HGDP01074	HGDP01074	HGDP	Europe	Sardinian	EUR
HGDP01075	HGDP01075	HGDP	Europe	Sardinian	EUR
HGDP01077	HGDP01077	HGDP	Europe	Sardinian	EUR
HGDP01081	HGDP01081	HGDP	Africa	MbutiPygmy	AFR
HGDP01086	HGDP01086	HGDP	Africa	BiakaPygmy	AFR
HGDP01090	HGDP01090	HGDP	Africa	BiakaPygmy	AFR
HGDP01094	HGDP01094	HGDP	Africa	BiakaPygmy	AFR
HGDP01096	HGDP01096	HGDP	East_Asia	Tujia	EAS
HGDP01099	HGDP01099	HGDP	East_Asia	Tujia	EAS
HGDP01100	HGDP01100	HGDP	East_Asia	Tujia	EAS
HGDP01101	HGDP01101	HGDP	East_Asia	Tujia	EAS
HGDP01102	HGDP01102	HGDP	East_Asia	Tujia	EAS
HGDP01103	HGDP01103	HGDP	East_Asia	Tujia	EAS
HGDP01104	HGDP01104	HGDP	East_Asia	Tujia	EAS
HGDP01149	HGDP01149	HGDP	Europe	Italian	EUR
HGDP01151	HGDP01151	HGDP	Europe	Italian	EUR
HGDP01152	HGDP01152	HGDP	Europe	Italian	EUR
HGDP01155	HGDP01155	HGDP	Europe	Italian	EUR
HGDP01156	HGDP01156	HGDP	Europe	Italian	EUR
HGDP01157	HGDP01157	HGDP	Europe	Italian	EUR
HGDP01161	HGDP01161	HGDP	Europe	Tuscan	EUR
HGDP01162	HGDP01162	HGDP	Europe	Tuscan	EUR
HGDP01164	HGDP01164	HGDP	Europe	Tuscan	EUR
HGDP01166	HGDP01166	HGDP	Europe	Tuscan	EUR
HGDP01167	HGDP01167	HGDP	Europe	Tuscan	EUR
HGDP01169	HGDP01169	HGDP	Europe	Tuscan	EUR
HGDP01171	HGDP01171	HGDP	Europe	Italian	EUR
HGDP01173	HGDP01173	HGDP	Europe	Italian	EUR
HGDP01174	HGDP01174	HGDP	Europe	Italian	EUR
HGDP01177	HGDP01177	HGDP	Europe	Italian	EUR
HGDP01180	HGDP01180	HGDP	East_Asia	Yi	EAS
HGDP01181	HGDP01181	HGDP	East_Asia	Yi	EAS
HGDP01182	HGDP01182	HGDP	East_Asia	Yi	EAS
HGDP01183	HGDP01183	HGDP	East_Asia	Yi	EAS
HGDP01184	HGDP01184	HGDP	East_Asia	Yi	EAS
HGDP01185	HGDP01185	HGDP	East_Asia	Yi	EAS
HGDP01186	HGDP01186	HGDP	East_Asia	Yi	EAS
HGDP01187	HGDP01187	HGDP	East_Asia	Yi	EAS
HGDP01189	HGDP01189	HGDP	East_Asia	Miao	EAS
HGDP01190	HGDP01190	HGDP	East_Asia	Miao	EAS
HGDP01192	HGDP01192	HGDP	East_Asia	Miao	EAS
HGDP01193	HGDP01193	HGDP	East_Asia	Miao	EAS
HGDP01194	HGDP01194	HGDP	East_Asia	Miao	EAS
HGDP01195	HGDP01195	HGDP	East_Asia	Miao	EAS
HGDP01196	HGDP01196	HGDP	East_Asia	Miao	EAS
HGDP01197	HGDP01197	HGDP	East_Asia	Miao	EAS
HGDP01200	HGDP01200	HGDP	Africa	Mandenka	AFR
HGDP01201	HGDP01201	HGDP	Africa	Mandenka	AFR
HGDP01202	HGDP01202	HGDP	Africa	Mandenka	AFR
HGDP01204	HGDP01204	HGDP	East_Asia	Oroqen	EAS
HGDP01205	HGDP01205	HGDP	East_Asia	Oroqen	EAS
HGDP01206	HGDP01206	HGDP	East_Asia	Oroqen	EAS
HGDP01207	HGDP01207	HGDP	East_Asia	Oroqen	EAS
HGDP01208	HGDP01208	HGDP	East_Asia	Oroqen	EAS
HGDP01209	HGDP01209	HGDP	East_Asia	Oroqen	EAS
HGDP01212	HGDP01212	HGDP	East_Asia	Oroqen	EAS
HGDP01213	HGDP01213	HGDP	East_Asia	Daur	EAS
HGDP01214	HGDP01214	HGDP	East_Asia	Daur	EAS
HGDP01216	HGDP01216	HGDP	East_Asia	Daur	EAS
HGDP01217	HGDP01217	HGDP	East_Asia	Daur	EAS
HGDP01218	HGDP01218	HGDP	East_Asia	Daur	EAS
HGDP01220	HGDP01220	HGDP	East_Asia	Daur	EAS
HGDP01221	HGDP01221	HGDP	East_Asia	Daur	EAS
HGDP01222	HGDP01222	HGDP	East_Asia	Daur	EAS
HGDP01224	HGDP01224	HGDP	East_Asia	Mongola	EAS
HGDP01225	HGDP01225	HGDP	East_Asia	Mongola	EAS
HGDP01227	HGDP01227	HGDP	East_Asia	Mongola	EAS
HGDP01229	HGDP01229	HGDP	East_Asia	Mongola	EAS
HGDP01230	HGDP01230	HGDP	East_Asia	Mongola	EAS
HGDP01231	HGDP01231	HGDP	East_Asia	Mongola	EAS
HGDP01232	HGDP01232	HGDP	East_Asia	Mongola	EAS
HGDP01233	HGDP01233	HGDP	East_Asia	Hezhen	EAS
HGDP01234	HGDP01234	HGDP	East_Asia	Hezhen	EAS
HGDP01236	HGDP01236	HGDP	East_Asia	Hezhen	EAS
HGDP01237	HGDP01237	HGDP	East_Asia	Hezhen	EAS
HGDP01238	HGDP01238	HGDP	East_Asia	Hezhen	EAS
HGDP01239	HGDP01239	HGDP	East_Asia	Hezhen	EAS
HGDP01241	HGDP01241	HGDP	East_Asia	Hezhen	EAS
HGDP01243	HGDP01243	HGDP	East_Asia	Xibo	EAS
HGDP01244	HGDP01244	HGDP	East_Asia	Xibo	EAS
HGDP01245	HGDP01245	HGDP	East_Asia	Xibo	EAS
HGDP01247	HGDP01247	HGDP	East_Asia	Xibo	EAS
HGDP01248	HGDP01248	HGDP	East_Asia	Xibo	EAS
HGDP01249	HGDP01249	HGDP	East_Asia	Xibo	EAS
HGDP01251	HGDP01251	HGDP	East_Asia	Xibo	EAS
HGDP01254	HGDP01254	HGDP	Middle_East	Mozabite	MID
HGDP01255	HGDP01255	HGDP	Middle_East	Mozabite	MID
HGDP01256	HGDP01256	HGDP	Middle_East	Mozabite	MID
HGDP01257	HGDP01257	HGDP	Middle_East	Mozabite	MID
HGDP01258	HGDP01258	HGDP	Middle_East	Mozabite	MID
HGDP01259	HGDP01259	HGDP	Middle_East	Mozabite	MID
HGDP01260	HGDP01260	HGDP	Middle_East	Mozabite	MID
HGDP01261	HGDP01261	HGDP	Middle_East	Mozabite	MID
HGDP01262	HGDP01262	HGDP	Middle_East	Mozabite	MID
HGDP01263	HGDP01263	HGDP	Middle_East	Mozabite	MID
HGDP01264	HGDP01264	HGDP	Middle_East	Mozabite	MID
HGDP01265	HGDP01265	HGDP	Middle_East	Mozabite	MID
HGDP01266	HGDP01266	HGDP	Middle_East	Mozabite	MID
HGDP01267	HGDP01267	HGDP	Middle_East	Mozabite	MID
HGDP01268	HGDP01268	HGDP	Middle_East	Mozabite	MID
HGDP01269	HGDP01269	HGDP	Middle_East	Mozabite	MID
HGDP01270	HGDP01270	HGDP	Middle_East	Mozabite	MID
HGDP01271	HGDP01271	HGDP	Middle_East	Mozabite	MID
HGDP01272	HGDP01272	HGDP	Middle_East	Mozabite	MID
HGDP01275	HGDP01275	HGDP	Middle_East	Mozabite	MID
HGDP01276	HGDP01276	HGDP	Middle_East	Mozabite	MID
HGDP01277	HGDP01277	HGDP	Middle_East	Mozabite	MID
HGDP01279	HGDP01279	HGDP	Middle_East	Mozabite	MID
HGDP01280	HGDP01280	HGDP	Middle_East	Mozabite	MID
HGDP01282	HGDP01282	HGDP	Middle_East	Mozabite	MID
HGDP01283	HGDP01283	HGDP	Africa	Mandenka	AFR
HGDP01285	HGDP01285	HGDP	Africa	Mandenka	AFR
HGDP01287	HGDP01287	HGDP	East_Asia	Han	EAS
HGDP01288	HGDP01288	HGDP	East_Asia	Han	EAS
HGDP01289	HGDP01289	HGDP	East_Asia	Han	EAS
HGDP01290	HGDP01290	HGDP	East_Asia	Han	EAS
HGDP01291	HGDP01291	HGDP	East_Asia	Han	EAS
HGDP01292	HGDP01292	HGDP	East_Asia	Han	EAS
HGDP01293	HGDP01293	HGDP	East_Asia	Han	EAS
HGDP01294	HGDP01294	HGDP	East_Asia	Han	EAS
HGDP01295	HGDP01295	HGDP	East_Asia	Han	EAS
HGDP01296	HGDP01296	HGDP	East_Asia	Han	EAS
HGDP01298	HGDP01298	HGDP	East_Asia	Uygur	EAS
HGDP01299	HGDP01299	HGDP	East_Asia	Uygur	EAS
HGDP01300	HGDP01300	HGDP	East_Asia	Uygur	EAS
HGDP01301	HGDP01301	HGDP	East_Asia	Uygur	EAS
HGDP01302	HGDP01302	HGDP	East_Asia	Uygur	EAS
HGDP01303	HGDP01303	HGDP	East_Asia	Uygur	EAS
HGDP01304	HGDP01304	HGDP	East_Asia	Uygur	EAS
HGDP01305	HGDP01305	HGDP	East_Asia	Uygur	EAS
HGDP01309	HGDP01309	HGDP	East_Asia	Dai	EAS
HGDP01310	HGDP01310	HGDP	East_Asia	Dai	EAS
HGDP01311	HGDP01311	HGDP	East_Asia	Dai	EAS
HGDP01313	HGDP01313	HGDP	East_Asia	Dai	EAS
HGDP01317	HGDP01317	HGDP	East_Asia	Lahu	EAS
HGDP01318	HGDP01318	HGDP	East_Asia	Lahu	EAS
HGDP01319	HGDP01319	HGDP	East_Asia	Lahu	EAS
HGDP01321	HGDP01321	HGDP	East_Asia	Lahu	EAS
HGDP01322	HGDP01322	HGDP	East_Asia	Lahu	EAS
HGDP01326	HGDP01326	HGDP	East_Asia	Lahu	EAS
HGDP01327	HGDP01327	HGDP	East_Asia	She	EAS
HGDP01328	HGDP01328	HGDP	East_Asia	She	EAS
HGDP01329	HGDP01329	HGDP	East_Asia	She	EAS
HGDP01330	HGDP01330	HGDP	East_Asia	She	EAS
HGDP01331	HGDP01331	HGDP	East_Asia	She	EAS
HGDP01332	HGDP01332	HGDP	East_Asia	She	EAS
HGDP01334	HGDP01334	HGDP	East_Asia	She	EAS
HGDP01336	HGDP01336	HGDP	East_Asia	She	EAS
HGDP01337	HGDP01337	HGDP	East_Asia	Naxi	EAS
HGDP01339	HGDP01339	HGDP	East_Asia	Naxi	EAS
HGDP01340	HGDP01340	HGDP	East_Asia	Naxi	EAS
HGDP01341	HGDP01341	HGDP	East_Asia	Naxi	EAS
HGDP01342	HGDP01342	HGDP	East_Asia	Naxi	EAS
HGDP01346	HGDP01346	HGDP	East_Asia	Naxi	EAS
HGDP01347	HGDP01347	HGDP	East_Asia	Tu	EAS
HGDP01348	HGDP01348	HGDP	East_Asia	Tu	EAS
HGDP01349	HGDP01349	HGDP	East_Asia	Tu	EAS
HGDP01351	HGDP01351	HGDP	East_Asia	Tu	EAS
HGDP01352	HGDP01352	HGDP	East_Asia	Tu	EAS
HGDP01353	HGDP01353	HGDP	East_Asia	Tu	EAS
HGDP01354	HGDP01354	HGDP	East_Asia	Tu	EAS
HGDP01356	HGDP01356	HGDP	East_Asia	Tu	EAS
HGDP01357	HGDP01357	HGDP	Europe	Basque	EUR
HGDP01358	HGDP01358	HGDP	Europe	Basque	EUR
HGDP01359	HGDP01359	HGDP	Europe	Basque	EUR
HGDP01360	HGDP01360	HGDP	Europe	Basque	EUR
HGDP01361	HGDP01361	HGDP	Europe	Basque	EUR
HGDP01362	HGDP01362	HGDP	Europe	Basque	EUR
HGDP01363	HGDP01363	HGDP	Europe	Basque	EUR
HGDP01366	HGDP01366	HGDP	Europe	Basque	EUR
HGDP01367	HGDP01367	HGDP	Europe	Basque	EUR
HGDP01368	HGDP01368	HGDP	Europe	Basque	EUR
HGDP01369	HGDP01369	HGDP	Europe	Basque	EUR
HGDP01370	HGDP01370	HGDP	Europe	Basque	EUR
HGDP01372	HGDP01372	HGDP	Europe	Basque	EUR
HGDP01373	HGDP01373	HGDP	Europe	Basque	EUR
HGDP01374	HGDP01374	HGDP	Europe	Basque	EUR
HGDP01375	HGDP01375	HGDP	Europe	Basque	EUR
HGDP01376	HGDP01376	HGDP	Europe	Basque	EUR
HGDP01377	HGDP01377	HGDP	Europe	Basque	EUR
HGDP01378	HGDP01378	HGDP	Europe	Basque	EUR
HGDP01379	HGDP01379	HGDP	Europe	Basque	EUR
HGDP01380	HGDP01380	HGDP	Europe	Basque	EUR
HGDP01382	HGDP01382	HGDP	Europe	Adygei	EUR
HGDP01383	HGDP01383	HGDP	Europe	Adygei	EUR
HGDP01384	HGDP01384	HGDP	Europe	Adygei	EUR
HGDP01385	HGDP01385	HGDP	Europe	Adygei	EUR
HGDP01386	HGDP01386	HGDP	Europe	Adygei	EUR
HGDP01387	HGDP01387	HGDP	Europe	Adygei	EUR
HGDP01388	HGDP01388	HGDP	Europe	Adygei	EUR
HGDP01396	HGDP01396	HGDP	Europe	Adygei	EUR
HGDP01397	HGDP01397	HGDP	Europe	Adygei	EUR
HGDP01398	HGDP01398	HGDP	Europe	Adygei	EUR
HGDP01399	HGDP01399	HGDP	Europe	Adygei	EUR
HGDP01400	HGDP01400	HGDP	Europe	Adygei	EUR
HGDP01403	HGDP01403	HGDP	Europe	Adygei	EUR
HGDP01404	HGDP01404	HGDP	Europe	Adygei	EUR
HGDP01405	HGDP01405	HGDP	Africa	BantuKenya	AFR
HGDP01406	HGDP01406	HGDP	Africa	BantuKenya	AFR
HGDP01408	HGDP01408	HGDP	Africa	BantuKenya	AFR
HGDP01411	HGDP01411	HGDP	Africa	BantuKenya	AFR
HGDP01412	HGDP01412	HGDP	Africa	BantuKenya	AFR
HGDP01415	HGDP01415	HGDP	Africa	BantuKenya	AFR
HGDP01416	HGDP01416	HGDP	Africa	BantuKenya	AFR
HGDP01418	HGDP01418	HGDP	Africa	BantuKenya	AFR
HGDP01419	HGDP01419	HGDP	Africa	BantuKenya	AFR
LP6005441-DNA_A01	LP6005441-DNA_A01	HGDP	Europe	Adygei	EUR
LP6005441-DNA_A03	LP6005441-DNA_A03	HGDP	Oceania	Melanesian	OCE
LP6005441-DNA_A04	LP6005441-DNA_A04	HGDP	America	Colombian	AMR
LP6005441-DNA_A05	LP6005441-DNA_A05	HGDP	Europe	French	EUR
LP6005441-DNA_A06	LP6005441-DNA_A06	HGDP	Europe	Italian	EUR
LP6005441-DNA_A08	LP6005441-DNA_A08	HGDP	Africa	MbutiPygmy	AFR
LP6005441-DNA_A11	LP6005441-DNA_A11	HGDP	Africa	San	AFR
LP6005441-DNA_A12	LP6005441-DNA_A12	HGDP	America	Surui	AMR
LP6005441-DNA_B01	LP6005441-DNA_B01	HGDP	Europe	Adygei	EUR
LP6005441-DNA_B02	LP6005441-DNA_B02	HGDP	Africa	BantuKenya	AFR
LP6005441-DNA_B03	LP6005441-DNA_B03	HGDP	Oceania	Melanesian	OCE
LP6005441-DNA_B04	LP6005441-DNA_B04	HGDP	America	Colombian	AMR
LP6005441-DNA_B05	LP6005441-DNA_B05	HGDP	Europe	French	EUR
LP6005441-DNA_B06	LP6005441-DNA_B06	HGDP	Europe	Italian	EUR
LP6005441-DNA_B07	LP6005441-DNA_B07	HGDP	East_Asia	Lahu	EAS
LP6005441-DNA_B08	LP6005441-DNA_B08	HGDP	Africa	MbutiPygmy	AFR
LP6005441-DNA_B09	LP6005441-DNA_B09	HGDP	East_Asia	Naxi	EAS
LP6005441-DNA_B11	LP6005441-DNA_B11	HGDP	Africa	San	AFR
LP6005441-DNA_B12	LP6005441-DNA_B12	HGDP	America	Surui	AMR
LP6005441-DNA_C01	LP6005441-DNA_C01	HGDP	Central_South_Asia	Balochi	CSA
